在第二部第五幕的第四场登场的三人中离开的三人是（）。,,选项 B ,选项 C ,选项 E ,,,,,
在第二部第五幕的第五场梅菲斯特：“用我们自己的武器攻击我们。”武器指（）。,,选项 B ,选项 C ,,,,,,
在第二部第五幕的第五场可知天堂的爱是（）。,,选项 B ,选项 D ,,,,,,
在第二部第五幕的第六场沉思教父：“它们是爱的使者，来报告永恒的创造者正围着我们。”它们是指（）。,,选项 C ,选项 D ,选项 E ,,,,,
在第二部第五幕的第六场中（）的合唱由崇拜玛利亚的博士指挥。,,选项 A ,选项 B ,选项 C ,,,,,
在第二部第五幕的第六场中神秘的合唱：“永恒的女性。”女性是指（）。,,选项 A ,选项 B ,,,,,,
哪位作家的哪部作品首先肯定了浮士德。（）,,选项 B ,选项 D ,,,,,,
最初把浮士德写成通俗故事书的是（），书名是（）。,,选项 A ,选项 C ,,,,,,
《浮士德》这本书有（）,,选项 A ,选项 B ,选项 C ,选项 D ,选项 E ,,,
在《天上序曲》中登场的三位天使是（）。,,选项 B ,选项 C ,选项 D ,,,,,
在《天上序曲》中梅菲斯特不理解天主的功业，其表现为（）。,,选项 B ,选项 D ,选项 E ,,,,,
从第一部第一场，浮士德登场可知他的形象是（）。,,选项 B ,选项 D ,,,,,,
在第一部第三场浮士德对“太初有道”的翻译分别显示出和预示出（）。,,选项 C ,选项 E ,,,,,,
第一部第四场中梅菲斯特对新大学生的训话体现出梅菲斯特的（）。,,选项 A ,选项 C ,,,,,,
小人荷蒙库鲁斯在（）处询问成人的方法无果后，去找（）。,,选项 A ,选项 B ,,,,,,
第二部中（）带着小人前去（）跟海洋成亲,,选项 B ,选项 D ,,,,,,
第二部第三幕的主要内容是（）。,,选项 A ,选项 D ,,,,,,
海伦和浮士德所生的儿子欧福里翁是奔放不羁，不受（）的诗的化身。,,选项 C ,选项 E ,,,,,,
第二部第四幕中梅菲斯特动用哪些方法帮助皇帝的军队。（）。,,选项 A ,选项 B ,选项 C ,,,,,
第二部第五幕第一场的主要内容是（）。,,选项 A ,选项 C ,,,,,,
第二部第五幕第二场的主要内容是（）。,,选项 D ,选项 E ,,,,,,
第二部第五幕第三场的主要内容是（）。,,选项 A ,选项 B ,选项 C ,,,,,
第二部第五幕第四场的主要内容是（）。,,选项 C ,选项 D ,,,,,,
第二部第五幕第五场的主要内容是（）。,,选项 B ,选项 C ,,,,,,
第二部第三幕第一场的主要内容是（）。,,选项 A ,选项 C ,选项 D ,,,,,
第二部第三幕第二场的主要作用是（）。,,选项 A ,选项 B ,,,,,,
《浮士德》初稿中尚未定型的人物有两个,,,,,,,,,
《献诗》与《浮士德》的内容无关,,,,,,,,,
歌德在写《浮士德》时曾利用普飞采的故事书。,,,,,,,,,
施皮斯的浮士德故事被翻译成英文，传到英国被英国作家莎士比亚改变成剧本,,,,,,,,,
莱辛也写过浮士德的剧本,,,,,,,,,
莱辛高度评价了浮士德。,,,,,,,,,
歌德的《浮士德》的写作从未中断过,,,,,,,,,
《舞台序幕》仿印度诗人的戏剧《沙恭达罗》的第三幕而作,,,,,,,,,
《舞台序幕》与作品的内容有关,,,,,,,,,
《舞台序幕》中的小丑志在讥讽群众，同时也是长于世故的美菲斯特之流的现实主义者,,,,,,,,,
《舞台序幕》中剧团诗人是和浮士德相似的理想家,,,,,,,,,
《天上序曲》和作品内容无关,,,,,,,,,
梅菲斯特也是天主的仆人,,,,,,,,,
梅菲斯特把上帝创造的人类嘲笑为愚蠢的存在,,,,,,,,,
上帝知道无论梅菲斯特如何诱惑浮士德，他总能获得拯救,,,,,,,,,
天主只所以允许魔鬼去干干扰活动，是因为看到人类活动的劲头过于容易放松，他们往往喜欢绝对的安闲,,,,,,,,,
《悲剧第一部》可分成两部分,,,,,,,,,
因为浮士德已经感到知识的满足，所以寻求魔法满足自己的其他欲望,,,,,,,,,
浮士德先乞求地灵，转而打开了诺斯特拉达姆斯的神秘书,,,,,,,,,
在诺斯特拉达姆斯的神秘书中，歌德看到的是奇观是无法掌握住的,,,,,,,,,
地灵不隶属于天主,,,,,,,,,
浮士德的助手瓦格纳和浮士德是一个鲜明的对比,,,,,,,,,
在第二场《城门外》中，梅菲斯特化身为一只狮子狗进入浮士德的书斋,,,,,,,,,
第三场《书斋》中已经有内容预示着第二部的政治社会活动,,,,,,,,,
第三场《书斋》中梅菲斯特自己现出原形和浮士德长谈,,,,,,,,,
第三场《书斋》中梅菲斯特自己现出原形和浮士德长谈后自以为找到了诱惑的机会，满意的走了,,,,,,,,,
第四场《书斋》中梅菲斯特和浮士德订立了约定,,,,,,,,,
订约的时候，浮士德认为世间没什么会使他满足,,,,,,,,,
第四场的下半场，剧中假冒浮士德的梅菲斯特的训话和浮士德的看法相同,,,,,,,,,
第五场中梅菲斯特带浮士德来酒馆，浮士德并不感到满足,,,,,,,,,
对浮士德和格雷欣的描写是全书的压轴之作,,,,,,,,,
在浮士德和格雷欣的恋爱过程中，浮士德塑造了一个大家闺秀的女生形象,,,,,,,,,
第十四场中，浮士德觉得诱惑少女良心受到谴责，于是投到自然的怀抱,,,,,,,,,
浮士德拿安眠药叫格雷欣给他的父亲使用，结果父亲竟然死于非命,,,,,,,,,
格雷欣的哥哥和浮士德和梅菲斯特决斗，死在了梅菲斯特的剑下,,,,,,,,,
格雷欣生下私生子后，她就将其溺死了,,,,,,,,,
浮士德的尽管知道格雷欣的悲惨下场，但还是无奈的逃走了,,,,,,,,,
第21场中在哈尔茨山上梅菲斯特给浮士德看了《仲夏夜之梦》,,,,,,,,,
第22场中浮士德知道格雷欣的处境后大为震惊，梅菲斯特却冷酷的说：“倒霉的不止她一个”,,,,,,,,,
最后格雷欣的肉体虽然殒灭了，但是灵魂获得了拯救,,,,,,,,,
第二幕第二场中，浮士德提议可以挖宝藏解决国家的财政危机,,,,,,,,,
第二幕第二场中梅菲斯特玩弄魔术，引发火灾。烧伤了皇帝,,,,,,,,,
母亲国虽然荒凉缥缈，但是有生命存在,,,,,,,,,
浮士德向马人刻戎打听海伦所在，刻戎让他向男预言者曼托,,,,,,,,,
海伦被夺回希腊后，她丈夫把她留在身边，不让他先回去,,,,,,,,,
在海伦的丈夫回来的之时，海伦下定决心逃向浮士德,,,,,,,,,
浮士德和海伦生下的儿子不幸病死,,,,,,,,,
浮士德对美的追求以海伦的悲剧告终。,,,,,,,,,
之前的神圣罗马帝国爆发了战乱，出现了一个新的反逆皇帝，梅菲斯特建议浮士德帮助反逆皇帝击败昏庸的老皇帝,,,,,,,,,
第二场第五幕中浮士德想填海围垦，可以一堆年轻夫妇不相信，不愿意迁户,,,,,,,,,
第二场第五幕中浮士德尽管精神仍然充满活动的欲望，但是他的体力已经逐渐衰微，因此最后被忧愁吹了一口气就失明了,,,,,,,,,
最后浮士德虽然说出了“停一停吧，你真美丽”，看似打赌失败了，但是他的灵魂最终并没有被梅菲斯特取走，而是进入了天堂。,,,,,,,,,
梅菲斯特感觉人类就像长腿蚂蚱,,,,,,,,,
即使是和死者，梅菲斯特也喜欢和其有交往,,,,,,,,,
天主也是憎恶梅菲斯特的,,,,,,,,,
第一场的书房里，浮士德心情苦闷，于是翻开书本观看灵符，在观看时不禁赞美起来，心里充满力量。可是却不知如何驾驭拥有,,,,,,,,,
第一场场的书房里地灵说织造神的有生命的衣裳，这个指的就是神的理性认识,,,,,,,,,
第一场场的书房里，地灵说浮士德和自己不像，然后消失了,,,,,,,,,
第一场场的书房里，地灵消失后，梅菲斯特就进来了,,,,,,,,,
第一场场的书房里，地灵消失后，瓦格纳的出现让浮士德很不高兴,,,,,,,,,
第一场场的书房里，瓦格纳听见浮士德在朗诵，于是进来想讨教朗诵技巧,,,,,,,,,
浮士德认为只要有头脑和诚实的心没有技巧也可以演讲,,,,,,,,,
浮士德认为我们精神上最崇高的感受是没有杂质混入其中的,,,,,,,,,
第一场第一幕中浮士德说：“你对这尘世的亲切的太阳，要毅然把它撇在脑后！”指的是不再对尘世的留恋,,,,,,,,,
第一场中浮士德要自尽时除了合唱中说到“可是这里，看不见基督”意思是基督已经死去,,,,,,,,,
浮士德认为奇迹是信仰所生的爱子,,,,,,,,,
在听完合唱后，浮士德又有了继续活下去的信念,,,,,,,,,
在第一部第二场中手工业学徒二三人要前往猎人之家,,,,,,,,,
浮士德时代烟草尚未传入德国，所以第一部第二场中一个学生所说的“烟草”是歌德的时代错误,,,,,,,,,
第一部第二场中众军人的话体现出他们的忠君爱国思想。,,,,,,,,,
第一部第二场中浮士德孤身一人来到郊外散心。,,,,,,,,,
第一部第二场中如果不是因为浮士德，瓦格纳不会单身来到郊外,,,,,,,,,
第一部第二场中浮士德在郊外遇到的民众给浮士德敬酒，表达了尊敬感激之情。,,,,,,,,,
浮士德曾经给民众们治疗过瘟疫,,,,,,,,,
第一部第二场中浮士德认为自己和瘟疫一起是杀人元凶,,,,,,,,,
浮士德的精神和肉体矛盾只是让瓦格纳感觉那是一种冲动,,,,,,,,,
第一部第二场中浮士德和瓦格纳的对话中瓦格纳说想获得一件魔术的衣衫带他去天堂,,,,,,,,,
在梅菲斯特变成狮子狗潜入浮士德的书斋之前，浮士德就已经看见狮子狗了,,,,,,,,,
第一部第三场中，浮士德带狮子狗回到书斋后都安静了下来,,,,,,,,,
第一部第三场中，浮士德在翻译《新约》第一句时就往下进行不了了,,,,,,,,,
梅菲斯特认为光生于黑暗，并且过不多久过会和物体一起同归于尽,,,,,,,,,
第一部第三场中梅菲斯特给浮士德施展的魔术使得浮士德在一小时之间获得的官能快感比其一年里获得的还要多,,,,,,,,,
第一部第三场中浮士德上了梅菲斯特的当，最终梅菲斯特成功逃跑,,,,,,,,,
浮士德对“克己”并非没有怀疑,,,,,,,,,
第一部第四场中浮士德对梅菲斯特说自己即使面对生存中的各种麻烦也要坚强的活下去,,,,,,,,,
梅菲斯特并不知道浮士德曾经想过自杀,,,,,,,,,
第一部第四场中不禁梅菲斯特还有众精灵也劝浮士德寻乐和力行,,,,,,,,,
梅菲斯特表示愿意做浮士德的仆人的时候并没有主动提出自己明确的条件,,,,,,,,,
在订约时浮士德认为自己说话算话，但梅菲斯特还要要动用纸和笔,,,,,,,,,
浮士德认为言语写成字，已失去生命,,,,,,,,,
在订约的时候，浮士德还有用上一滴血,,,,,,,,,
第一部第四场中梅菲斯特担心浮士德学识不够，让他去结识一位先生,,,,,,,,,
第一部第四场中梅菲斯特担心浮士德学识不够，让他去结识一位先生。而浮士德说自己一心一意，是为了争取带上“人类的冠冕”,,,,,,,,,
第一部第四场中梅菲斯特说这里像刑讯室一样，指的不是浮士德的书房,,,,,,,,,
梅菲斯特自信于即使不用契约也可以将浮士德摧毁,,,,,,,,,
第一部第四场中来向浮士德请教问题的学生是本地人,,,,,,,,,
第一部第四场中学生理解了梅菲斯特的话,,,,,,,,,
第一部第四场中梅菲斯特对法科的评价很积极,,,,,,,,,
梅菲斯特对学生说：“只要你相信自己，就能得到别人的信仰”,,,,,,,,,
第一部第四场梅菲斯特对浮士德说：“你只要相信自己，生活就会如意”,,,,,,,,,
第一部第五场中浮士德和梅菲斯特进入小酒馆后，学生布朗德推断他们是江南才子,,,,,,,,,
第一部第五场中学生们被戏弄要揍梅菲斯特，并且说他不受法律保护,,,,,,,,,
第一部第六场中当浮士德和梅菲斯特刚刚到达魔女的房间的时候，魔女不在家,,,,,,,,,
第一部第六场中魔女一回到自己的房间就认出了梅菲斯特,,,,,,,,,
第一部第六场中梅菲斯特对魔女对他撒旦王子的称呼感到不满,,,,,,,,,
第一部第七场中的开头，浮士德想送马加雷特回家，结果被拒绝了,,,,,,,,,
第一部第七场中浮士德对梅菲斯特说如果无法当晚就搂抱到马加雷特，他就和梅菲斯特分道扬镳,,,,,,,,,
第一部第七场中浮士德一听说今晚就会到马加雷特的闺房，就让梅菲斯特给她准备一份礼物,,,,,,,,,
第一部第八场中当梅菲斯特告诉浮士德马加雷特就要回到自己的房间的时候，浮士德的第一反应是坐着安静等待她的进来,,,,,,,,,
第一部第八场中是浮士德亲自把小盒子放进橱子里的,,,,,,,,,
第一部第九场中浮士德说：妇女大姐，只有教会能够消化不义之财。实际上是对教会敛财行为的鞭挞,,,,,,,,,
第一部第九场中首饰盒在上交后，格雷欣对此仍念念不忘。,,,,,,,,,
第一部第九场中马尔太夫人赞同格雷欣穿戴来路不明的首饰,,,,,,,,,
第一部第十场中格雷欣以为是因为自己身上的首饰让梅菲斯特认为自己是个大小姐,,,,,,,,,
第一部第十场中马尔太死去的丈夫给她留下了一枚纪念币,,,,,,,,,
第一部第十二场中可知尽管格雷欣家境很好，但她仍过着清贫的生活,,,,,,,,,
第一部第十二场中可知格雷欣有过一个妹妹,,,,,,,,,
第一部第十二场中可知格雷欣当年为了照顾自己的妹妹煞费苦心,,,,,,,,,
第一部第十二场中梅菲斯特对马尔太的爱意躲躲闪闪,,,,,,,,,
在格雷欣第一次遇到浮士德的时候，格雷欣就已经对浮士德产生了好感,,,,,,,,,
第一部第十二场中在经历过真情的告白后，格雷欣抓住浮士德的手然后因羞涩又放下跑开了。,,,,,,,,,
第一部第十二场中可知格雷欣在浮士德面前感到自卑,,,,,,,,,
第一部第十三场中浮士德在独白中说道：另外又送个同伴给我，我已经少不了他。这个同伴指的是格雷欣,,,,,,,,,
第一部第十六场中梅菲斯特说格雷欣对人相学倒是懂的非常深入，是作者对当时的《人相学片段》的赞美,,,,,,,,,
从第一部第十九场可得知格雷欣的哥哥瓦伦廷对自己的妹妹很自豪。,,,,,,,,,
第一部第二十场中在母亲和哥哥都死后，格雷欣变得精神恍惚,,,,,,,,,
第一部第二十一场中鬼火喜欢走闪电式的弯路,,,,,,,,,
第一部第二十一场中浮士德和梅菲斯特一起安安稳稳的上山。,,,,,,,,,
第一部第二十一场中。在瓦尔普吉思之夜，不能高升的魔女就要永远沉没、,,,,,,,,,
第一部第二十一场中，浮士德和梅菲斯特没有因拥挤暂时分开过。,,,,,,,,,
第一部第二十一场中，连梅菲斯特都觉得魔女们十分拥挤。,,,,,,,,,
第一部第二十一场中，在瓦尔普吉思之夜里梅菲斯特只是以一名魔术师的身份当做介绍人。,,,,,,,,,
